timestamp,open,high,low,close,market_cap,dominance,volume
2019-08-15,842019.0983999999,875920.3999999999,829947.1399999999,862013.6982,1266204293357.0,52.28249952624082,38174.45112
2019-08-16,862251.5198,882287.1522,816465.0,865163.1596,1266204293357.0,52.28249952624082,51758.142918
2019-08-17,865130.5009999999,876350.8235999999,837400.0,855489.5148,1266204293357.0,52.28249952624082,29000.581201
2019-08-18,855492.0269999999,879270.0,844099.2,863089.7572,1266204293357.0,52.28249952624082,24085.395172
2019-08-19,863038.6758,915278.2,859055.164,914067.3196,1266204293357.0,52.28249952624082,37243.319217
2019-08-20,913999.4901999999,916949.6503999999,884294.3999999999,901085.1074,1266204293357.0,52.28249952624082,32298.921679
2019-08-21,901085.1074,904737.8461999999,825508.9199999999,849338.8117999999,1266204293357.0,52.28249952624082,47355.719282
2019-08-22,849192.2667999999,857665.08,817469.88,845763.9511999999,1266204293357.0,52.28249952624082,34059.642738
2019-08-23,845765.6259999999,874664.2999999999,839057.2146000001,870020.9169999999,1266204293357.0,52.28249952624082,27550.336173
2019-08-24,869904.5184,872522.2307999999,828188.6,848650.4689999999,1266204293357.0,52.28249952624082,27692.456844
2019-08-25,848672.2413999999,865285.4199999999,829609.6677999999,849348.8606,1266204293357.0,52.28249952624082,26271.657398
2019-08-26,849348.8606,887978.96,848950.2581999999,868572.215,1266204293357.0,52.28249952624082,41687.511599
2019-08-27,868685.264,870149.0391999999,841677.4391999999,852896.0869999999,1266204293357.0,52.28249952624082,28402.775383
2019-08-28,852949.6806,862438.2599999999,803988.5774,814036.5399999999,1266204293357.0,52.28249952624082,42110.555375
2019-08-29,814036.5399999999,814287.7599999999,780456.7999999999,795399.3656,1266204293357.0,52.28249952624082,35532.69491
2019-08-30,795447.0974,811943.0399999999,783003.3333999999,802609.3796,1266204293357.0,52.28249952624082,26834.318104
2019-08-31,802460.3224,810980.8674,788893.605,802854.7377999999,1266204293357.0,52.28249952624082,17130.290074
2019-09-01,802961.0876,823164.2,797204.7999999999,814369.8252,1266204293357.0,52.28249952624082,19545.404843
2019-09-02,814253.4266,875083.0,813324.75,865871.6,1266204293357.0,52.28249952624082,44740.248093
2019-09-03,865871.6,902131.0199999999,860177.2799999999,888923.5472,1266204293357.0,52.28249952624082,47998.376781
2019-09-04,888636.319,904308.2599999999,868374.5885999999,884882.2548,1266204293357.0,52.28249952624082,43943.889026
2019-09-05,884790.1407999999,912766.0,875083.0,884670.3925999999,1266204293357.0,52.28249952624082,33970.960639
2019-09-06,884556.5061999998,913257.5538,849961.0,862415.6501999999,1266204293357.0,52.28249952624082,58799.640959
2019-09-07,862413.9753999999,884126.9199999999,861564.8518,875575.3911999998,1266204293357.0,52.28249952624082,27637.877392
2019-09-08,875577.0659999999,887015.95,854817.9199999999,869320.0131999999,1266204293357.0,52.28249952624082,23984.672018
2019-09-09,869325.0375999999,877595.2,843136.19,862783.2688,1266204293357.0,52.28249952624082,39835.727608
2019-09-10,862738.0491999999,869639.0626,833464.22,845619.0809999999,1266204293357.0,52.28249952624082,28915.412225
2019-09-11,845622.4306,861935.82,827351.2,850658.5541999999,1266204293357.0,52.28249952624082,31953.824562
2019-09-12,850693.725,874983.3494,840749.6,872152.9373999999,1266204293357.0,52.28249952624082,34511.162755
2019-09-13,872152.9373999999,874161.86,850212.22,866044.1044,1266204293357.0,52.28249952624082,30280.339776
2019-09-14,866217.4461999999,872569.9626,856017.9142,865454.5748,1266204293357.0,52.28249952624082,23621.533519
2019-09-15,865269.5093999999,867546.3999999999,858515.041,862690.3173999999,1266204293357.0,52.28249952624082,18047.654013
2019-09-16,862801.6915999999,867127.7,843931.72,858444.6993999999,1266204293357.0,52.28249952624082,28971.401657
2019-09-17,858308.2032,860428.5,848119.5573999999,853128.0467999999,1266204293357.0,52.28249952624082,22914.324563
2019-09-18,853099.5752,859006.5948,845774.0,850546.3426,1266204293357.0,52.28249952624082,24250.249303
2019-09-19,850497.7734,864615.5,808342.22,857856.8446000001,1266204293357.0,52.28249952624082,44826.282579
2019-09-20,857807.438,860930.94,842540.7985999999,851517.7265999999,1266204293357.0,52.28249952624082,25088.491069
2019-09-21,851461.6207999999,852196.858,829026.0,836260.2985999999,1266204293357.0,52.28249952624082,20544.175196
2019-09-22,836156.4609999999,844852.86,825171.4477999998,839817.5738,1266204293357.0,52.28249952624082,22049.275256
2019-09-23,839748.9069999999,841586.1625999999,805224.5798,812466.4149999999,1266204293357.0,52.28249952624082,31937.232356
2019-09-24,812462.228,820232.4626,653172.0,711215.5435999999,1266204293357.0,52.28249952624082,94007.345203
2019-09-25,711584.8369999999,731050.2,687977.6935999999,705932.3869999999,1266204293357.0,52.28249952624082,60783.892258
2019-09-26,705932.3869999999,708942.0025999999,648985.0,675256.7501999999,1266204293357.0,52.28249952624082,67930.853749
2019-09-27,675236.6525999999,692111.1,657539.041,684818.1834,1266204293357.0,52.28249952624082,43882.924625
2019-09-28,684781.3378,696298.1,670011.2766,686568.3494,1266204293357.0,52.28249952624082,34473.605165
2019-09-29,686616.0811999999,689107.3461999999,660708.6,673589.4868,1266204293357.0,52.28249952624082,31544.211388
2019-09-30,673524.1695999999,698162.1524,645635.3999999999,694149.3315999999,1266204293357.0,52.28249952624082,55865.48726
2019-10-01,694202.0877999999,711790.0,684411.2069999999,694408.9256,1266204293357.0,52.28249952624082,43479.58742
2019-10-02,694428.1858,701231.2233999999,682583.1627999999,700061.3756,1266204293357.0,52.28249952624082,26243.386644
2019-10-03,700066.3999999999,702829.82,674944.3999999999,688674.4103999999,1266204293357.0,52.28249952624082,30488.284058
2019-10-04,688713.7681999999,689382.0133999999,670338.7,681403.2662,1266204293357.0,52.28249952624082,26476.330404
2019-10-05,681399.9166,685278.7533999999,671006.9452,680487.1505999999,1266204293357.0,52.28249952624082,21907.615564
2019-10-06,680601.037,682805.0737999999,651915.8999999999,657714.8949999999,1266204293357.0,52.28249952624082,34676.104049
2019-10-07,657802.8219999999,695035.3008,649989.88,685838.1366,1266204293357.0,52.28249952624082,52202.072297
2019-10-08,685899.2668,697135.5,677351.9249999999,684020.9786,1266204293357.0,52.28249952624082,35452.657423
2019-10-09,684221.9545999999,726025.7999999999,679550.1,716876.3675999999,1266204293357.0,52.28249952624082,55038.704378
2019-10-10,716994.4409999999,723848.5599999999,704631.9048,716649.4322,1266204293357.0,52.28249952624082,39137.946167
2019-10-11,716631.8467999999,735196.1673999999,687704.7011999999,691566.7899999999,1266204293357.0,52.28249952624082,50405.284418
2019-10-12,691520.733,703416.0,690855.0,695049.5366,1266204293357.0,52.28249952624082,21339.334098
2019-10-13,695207.8052,707717.7238,683318.3999999999,692949.3374,1266204293357.0,52.28249952624082,27840.739953
2019-10-14,692968.5976,702482.299,686919.22,699078.268,1266204293357.0,52.28249952624082,29810.663253
2019-10-15,698966.0564,703667.22,677456.6,683258.9445999999,1266204293357.0,52.28249952624082,32773.062476
2019-10-16,683259.782,685090.3383999999,662969.58,669228.3076,1266204293357.0,52.28249952624082,34733.593966
2019-10-17,669502.9748,680380.8008,663976.9722,675830.3692,1266204293357.0,52.28249952624082,29656.949158
2019-10-18,675841.2553999999,679550.1,654512.6773999999,665482.6174,1266204293357.0,52.28249952624082,31353.181416
2019-10-19,665472.5686,678134.894,658775.8807999999,665566.3574,1266204293357.0,52.28249952624082,26627.889388
2019-10-20,665722.1137999999,694790.7799999999,659033.7999999999,688623.329,1266204293357.0,52.28249952624082,34286.452654
2019-10-21,688623.329,697805.4199999999,681813.5922,686439.3898,1266204293357.0,52.28249952624082,30448.679539
2019-10-22,686440.2272,694873.6826,669920.0,671594.7999999999,1266204293357.0,52.28249952624082,34651.828663
2019-10-23,671599.8244,673905.1866,611302.0,625254.7588,1266204293357.0,52.28249952624082,63897.457098
2019-10-24,625409.6778,628358.1632,614483.2825999999,620715.2134,1266204293357.0,52.28249952624082,32714.383265
2019-10-25,620715.2134,736828.26,616410.14,724771.3748,1266204293357.0,52.28249952624082,90748.218174
2019-10-26,724843.3911999998,868383.7999999999,709309.6211999999,772920.2,1266204293357.0,52.28249952624082,162588.585413
2019-10-27,772920.2,820231.6251999999,759885.2315999999,798036.3382,1266204293357.0,52.28249952624082,93833.541604
2019-10-28,797893.9801999999,829201.8539999999,767058.3999999999,770838.4235999999,1266204293357.0,52.28249952624082,80174.217323
2019-10-29,770780.643,799717.0,759689.2799999999,787794.0988,1266204293357.0,52.28249952624082,64158.462446
2019-10-30,787794.0988,787980.0016,753744.5774,766616.2527999999,1266204293357.0,52.28249952624082,55241.786434
2019-10-31,766557.6348,787574.7,746374.62,765454.779,1266204293357.0,52.28249952624082,54376.024902
2019-11-01,765455.6164,777023.46,756172.2,773055.0214,1266204293357.0,52.28249952624082,43594.814115
2019-11-02,773037.4359999999,784956.9875999999,769253.2253999999,777904.4048,1266204293357.0,52.28249952624082,28923.060828
2019-11-03,777932.039,784021.6118,759198.5635999999,769965.0153999999,1266204293357.0,52.28249952624082,27894.378279
2019-11-04,770111.5603999998,796675.5632,763360.4416,786599.129,1266204293357.0,52.28249952624082,45894.456277
2019-11-05,786519.5759999999,791757.513,768378.1424,779507.1884,1266204293357.0,52.28249952624082,45935.873665
2019-11-06,779429.3102,790581.8034,774595.8374,782052.0469999999,1266204293357.0,52.28249952624082,37336.170372
2019-11-07,782061.2583999999,785062.5,762117.74,771764.588,1266204293357.0,52.28249952624082,39117.470853
2019-11-08,771580.36,775516.1399999999,728203.0399999999,734712.1501999999,1266204293357.0,52.28249952624082,62107.289243
2019-11-09,734712.9876,743611.2,730621.4511999999,737699.9933999999,1266204293357.0,52.28249952624082,29469.481405
2019-11-10,737680.7332,765985.6906,732725.0,756965.2177999999,1266204293357.0,52.28249952624082,34422.029797
2019-11-11,757022.9983999999,759716.0767999999,721728.2631999999,731324.0298,1266204293357.0,52.28249952624082,44888.053545
2019-11-12,731331.5664,744281.12,717450.824,738749.2556,1266204293357.0,52.28249952624082,40366.629471
2019-11-13,738746.7433999999,740679.4626,728705.48,734996.0288,1266204293357.0,52.28249952624082,26810.116918
2019-11-14,735031.1996,736912.0,718706.924,724072.9832,1266204293357.0,52.28249952624082,33468.468961
2019-11-15,724047.8611999999,736074.6,703416.0,709422.6701999999,1266204293357.0,52.28249952624082,46087.417751
2019-11-16,709413.4588,715390.82,703416.0,711038.0148,1266204293357.0,52.28249952624082,20902.299752
2019-11-17,711014.5676,723094.8999999999,699285.9432,711990.9759999999,1266204293357.0,52.28249952624082,27009.037082
2019-11-18,712030.3338,712084.7648,674944.3999999999,685593.6157999999,1266204293357.0,52.28249952624082,43017.69094
2019-11-19,685537.51,688228.0761999999,670171.22,681111.0136,1266204293357.0,52.28249952624082,43556.061025
2019-11-20,681126.9242,692051.6446,673135.6159999999,678127.3574,1266204293357.0,52.28249952624082,32466.23098
2019-11-21,678173.4144,681202.2901999999,628050.0,638746.9476,1266204293357.0,52.28249952624082,58418.780261
2019-11-22,638751.1346,648985.0,568594.6,608641.5802,1266204293357.0,52.28249952624082,126603.140259
2019-11-23,608641.5802,615026.7551999999,592880.0374,612270.8718,1266204293357.0,52.28249952624082,50449.894755
2019-11-24,612231.514,613846.8586,574540.14,578080.6671999999,1266204293357.0,52.28249952624082,67890.206483
2019-11-25,577825.2601999999,617807.7605999999,545566.1,595355.3918,1266204293357.0,52.28249952624082,119645.735197
2019-11-26,595390.5626,614651.6,587643.7751999999,599255.1636,1266204293357.0,52.28249952624082,65722.39769
2019-11-27,599138.765,641029.7,572781.6,628763.4648,1266204293357.0,52.28249952624082,92452.87349
2019-11-28,628711.546,640024.82,616326.3999999999,621308.0926,1266204293357.0,52.28249952624082,56933.981109
2019-11-29,621226.8648,657359.0,616519.002,648120.8032,1266204293357.0,52.28249952624082,60745.300873
2019-11-30,648230.5025999999,654009.3999999999,623109.34,631557.8686,1266204293357.0,52.28249952624082,46989.433619
2019-12-01,631452.3561999999,631554.519,603765.3999999999,618913.1285999999,1266204293357.0,52.28249952624082,60769.342313
2019-12-02,618964.21,621397.6944,598833.114,610823.0072,1266204293357.0,52.28249952624082,46330.25604
2019-12-03,610834.7308,619676.0,606390.649,610691.5353999999,1266204293357.0,52.28249952624082,33149.477487
2019-12-04,610691.5353999999,648985.0,591790.58,602452.3568,1266204293357.0,52.28249952624082,83153.701586
2019-12-05,602474.9665999999,626793.8999999999,598741.0,618754.86,1266204293357.0,52.28249952624082,59306.678855
2019-12-06,618754.86,635589.1122,611720.7,630350.3378,1266204293357.0,52.28249952624082,48189.087944
2019-12-07,630377.972,638066.9787999999,625551.1984,627062.7054,1266204293357.0,52.28249952624082,31498.684173
2019-12-08,626987.3393999999,633409.36,617570.7764,628896.6113999999,1266204293357.0,52.28249952624082,29856.897631
2019-12-09,628896.6113999999,640611.0,609041.02,614537.7136,1266204293357.0,52.28249952624082,46621.887493
2019-12-10,614537.7136,620312.424,599335.554,604948.6462,1266204293357.0,52.28249952624082,49723.76214
2019-12-11,604950.3209999999,609250.37,596702.7684,603765.3999999999,1266204293357.0,52.28249952624082,30093.091944
2019-12-12,603765.3999999999,610883.2999999999,592904.3219999999,602767.2191999999,1266204293357.0,52.28249952624082,42288.600932
2019-12-13,602740.4224,612059.847,602154.2424,607825.1151999999,1266204293357.0,52.28249952624082,27609.873795
2019-12-14,607732.1638,608938.0198,587184.88,591543.547,1266204293357.0,52.28249952624082,29561.985967
2019-12-15,591551.0836,602953.122,586879.229,596110.7265999999,1266204293357.0,52.28249952624082,26395.778137
2019-12-16,596195.304,598741.0,572446.64,577112.6328,1266204293357.0,52.28249952624082,43863.993059
2019-12-17,577089.1856,581340.6653999999,549334.4,554678.6867999999,1266204293357.0,52.28249952624082,53865.069929
2019-12-18,554680.3616,623025.6,538866.9,609445.4842,1266204293357.0,52.28249952624082,95636.651251
2019-12-19,609445.4842,618001.2,589388.0794,598766.122,1266204293357.0,52.28249952624082,55509.049075
2019-12-20,598850.6994,604602.7999999999,592837.33,601908.8842,1266204293357.0,52.28249952624082,32132.069205
2019-12-21,601923.9574,602139.1692,594972.7,597296.485,1266204293357.0,52.28249952624082,19467.174028
2019-12-22,597199.3465999999,629602.5395999999,596435.6378,628170.5855999999,1266204293357.0,52.28249952624082,39137.45515
2019-12-23,628109.4554,644411.1211999999,608441.4416,612733.1166,1266204293357.0,52.28249952624082,68051.997203
2019-12-24,612750.7019999999,622747.5832,599330.5296,607598.1798,1266204293357.0,52.28249952624082,43629.494188
2019-12-25,607598.1798,608938.0198,596970.7363999999,603315.7162,1266204293357.0,52.28249952624082,27492.044323
2019-12-26,603347.5374,622606.8999999999,599337.2287999999,603095.48,1266204293357.0,52.28249952624082,36259.761076
2019-12-27,603095.48,609280.5164,592579.4108,607511.9275999999,1266204293357.0,52.28249952624082,33642.701861
2019-12-28,607514.4398,616745.9373999999,606166.2258,612653.5636,1266204293357.0,52.28249952624082,26848.982199
2019-12-29,612588.2464,630432.4029999999,610297.12,618691.2176,1266204293357.0,52.28249952624082,31387.106085
2019-12-30,618707.1282,620366.0175999999,604602.7999999999,606780.0399999999,1266204293357.0,52.28249952624082,29605.911782
2019-12-31,606780.0399999999,612976.7999999999,598323.1374,602528.5602,1266204293357.0,52.28249952624082,25954.453533
2020-01-01,602529.3975999999,607533.7,600847.061,602999.179,1266204293357.0,52.28249952624082,16792.388165
2020-01-02,602992.4798,603974.75,579877.7276,583308.5554,1266204293357.0,52.28249952624082,31951.483932
2020-01-03,583290.1325999999,620094.7,575380.8896,615066.9504,1266204293357.0,52.28249952624082,68428.500451
2020-01-04,615070.2999999999,620010.96,608974.8654,615833.1714,1266204293357.0,52.28249952624082,29987.974977
2020-01-05,615839.8705999999,627631.2999999999,612809.32,616221.725,1266204293357.0,52.28249952624082,38331.085604
2020-01-06,616128.7736,652781.7716,615217.6823999999,649654.9199999999,1266204293357.0,52.28249952624082,54635.695316
2020-01-07,649730.286,687311.1232,646783.4754,682085.7472,1266204293357.0,52.28249952624082,91171.684661
2020-01-08,682139.3408,708021.7,659033.7999999999,674607.7651999999,1266204293357.0,52.28249952624082,112622.64264
2020-01-09,674502.2528,674606.0904,648985.0,654659.2224,1266204293357.0,52.28249952624082,64239.51983
2020-01-10,654657.5475999999,686584.26,642453.2799999999,686418.4548,1266204293357.0,52.28249952624082,82406.777448
2020-01-11,686572.5364,693898.1116,670184.6183999999,671595.6374,1266204293357.0,52.28249952624082,54810.032667
2020-01-12,671595.6374,686416.7799999999,666570.3999999999,685410.2251999999,1266204293357.0,52.28249952624082,38131.494336
2020-01-13,685409.3878,686333.0399999999,674600.2286,679159.8716,1266204293357.0,52.28249952624082,31159.755683
2020-01-14,679159.8716,743611.2,678757.9195999999,737750.2374,1266204293357.0,52.28249952624082,120399.126742
2020-01-15,738137.9535999999,746666.0351999999,717149.36,738704.8733999999,1266204293357.0,52.28249952624082,84816.297606
2020-01-16,738587.6374,741920.4894,718991.64,730213.6374,1266204293357.0,52.28249952624082,51991.074284
2020-01-17,730225.3609999999,757147.771,726230.1256,746398.0672,1266204293357.0,52.28249952624082,70897.737377
2020-01-18,746397.2298,752728.8111999999,737446.2611999998,746622.4903999999,1266204293357.0,52.28249952624082,38294.746545
2020-01-19,746549.6366,770322.5852,708942.84,728680.358,1266204293357.0,52.28249952624082,70676.889259
2020-01-20,728682.0327999999,732472.9426,713571.9872,723710.389,1266204293357.0,52.28249952624082,38896.639746
2020-01-21,723710.389,735990.86,710785.12,731555.1522,1266204293357.0,52.28249952624082,36494.687659
2020-01-22,731555.9896,738419.32,719326.6,727060.8264,1266204293357.0,52.28249952624082,29080.557138
2020-01-23,727095.1598,727852.1693999999,695577.0985999999,703794.5048,1266204293357.0,52.28249952624082,48165.944597
2020-01-24,703794.5048,714136.3948,689850.12,706681.86,1266204293357.0,52.28249952624082,41687.529529
2020-01-25,706681.0225999999,707708.5124,691265.3259999999,698440.1692,1266204293357.0,52.28249952624082,25521.157932
2020-01-26,698392.4373999999,721682.2061999999,694511.0883999999,721420.1,1266204293357.0,52.28249952624082,31130.485164
2020-01-27,721369.0186,753660.0,714720.8999999999,745919.9117999999,1266204293357.0,52.28249952624082,53973.542996
2020-01-28,745919.9117999999,787156.0,742137.3759999999,784996.3453999999,1266204293357.0,52.28249952624082,74584.853765
2020-01-29,785090.9715999999,791279.3576,771747.84,778910.1222,1266204293357.0,52.28249952624082,53864.065122
2020-01-30,778913.4717999999,802061.72,770779.8056,796636.2053999999,1266204293357.0,52.28249952624082,60626.744259
2020-01-31,796494.6847999999,798060.6227999999,771246.2374,783211.0086,1266204293357.0,52.28249952624082,45552.022352
2020-02-01,783112.1953999999,792559.7422,777190.94,785867.2414,1266204293357.0,52.28249952624082,28578.067354
2020-02-02,785850.4933999999,793606.4922,763708.7999999999,781420.6474,1266204293357.0,52.28249952624082,45690.91254
2020-02-03,781427.3465999999,805477.4746000001,773255.1599999999,778132.1775999999,1266204293357.0,52.28249952624082,50892.133451
2020-02-04,778057.649,782969.0,761448.6574,770158.4548,1266204293357.0,52.28249952624082,53308.175266
2020-02-05,770158.4548,816000.243,768500.4027999999,804912.2296000001,1266204293357.0,52.28249952624082,64870.415615
2020-02-06,804911.3922,825891.6118,797736.549,818307.2799999999,1266204293357.0,52.28249952624082,64949.706588
2020-02-07,818307.2799999999,827769.8999999999,814790.2,821801.7501999999,1266204293357.0,52.28249952624082,43966.114632
2020-02-08,821813.4738,832375.6,809523.7914,828611.4869999998,1266204293357.0,52.28249952624082,43600.843666
2020-02-09,828610.6496,851300.84,827414.005,850107.5449999999,1266204293357.0,52.28249952624082,43408.475616
2020-02-10,850105.0327999999,853143.12,816967.44,824992.2442,1266204293357.0,52.28249952624082,59573.084619
2020-02-11,824984.7076,864497.4266,812278.0,856080.7191999999,1266204293357.0,52.28249952624082,62422.395224
2020-02-12,856080.7191999999,875083.0,856080.7191999999,864737.7603999999,1266204293357.0,52.28249952624082,61008.06393
2020-02-13,864643.1342,879270.0,844099.2,856629.2161999999,1266204293357.0,52.28249952624082,79344.358759
2020-02-14,856474.2972,869351.8343999999,846726.1238000001,866236.7064,1266204293357.0,52.28249952624082,47038.480173
2020-02-15,866236.7064,868802.5,820735.74,829421.2527999999,1266204293357.0,52.28249952624082,57657.202947
2020-02-16,829399.4803999999,841587.0,807096.1688,830472.1897999999,1266204293357.0,52.28249952624082,60023.999537
2020-02-17,829922.018,834398.7583999999,791566.5858,812780.44,1266204293357.0,52.28249952624082,70261.011901
2020-02-18,812780.44,858335.0,801895.0774,851192.8153999998,1266204293357.0,52.28249952624082,70604.124019
2020-02-19,851198.6772,858335.0,782969.0,803383.9746000001,1266204293357.0,52.28249952624082,55162.586895
2020-02-20,803455.9909999999,812194.2599999999,787156.0,803604.2108,1266204293357.0,52.28249952624082,60152.342914
2020-02-21,803670.3653999999,816926.4074,799734.5853999999,810356.1669999999,1266204293357.0,52.28249952624082,42181.554524
2020-02-22,810356.1669999999,813045.8957999999,800556.0748,808163.0164,1266204293357.0,52.28249952624082,24636.757623
2020-02-23,808162.179,836562.6,807672.2999999999,832074.1359999999,1266204293357.0,52.28249952624082,37702.089843
2020-02-24,832074.1359999999,836562.6,793315.9143999999,808604.3261999999,1266204293357.0,52.28249952624082,55796.59612
2020-02-25,808553.2448,810184.5,774595.0,780108.4416,1266204293357.0,52.28249952624082,54379.344552
2020-02-26,780162.0351999999,785266.8256,722980.1761999999,735676.835,1266204293357.0,52.28249952624082,92130.345482
2020-02-27,735739.6399999999,751296.0198,714385.94,738855.6053999999,1266204293357.0,52.28249952624082,72483.578762
2020-02-28,738858.955,745286.0,707184.2999999999,727944.2834,1266204293357.0,52.28249952624082,71155.208977
2020-02-29,727767.592,736074.6,713762.0769999999,713767.1014,1266204293357.0,52.28249952624082,36748.183035
2020-03-01,713767.1014,732725.0,704337.14,714459.6312,1266204293357.0,52.28249952624082,43892.201779
2020-03-02,714327.3219999999,750791.9049999999,711622.5199999999,746562.1976,1266204293357.0,52.28249952624082,60401.31773
2020-03-03,746222.2132,746931.4909999999,724434.74,733568.2618,1266204293357.0,52.28249952624082,55154.997282
2020-03-04,733568.2618,740955.8046,725188.3999999999,732797.8538,1266204293357.0,52.28249952624082,38696.482578
2020-03-05,732807.9025999999,767009.8308,732435.2596,758238.9032,1266204293357.0,52.28249952624082,58201.866355
2020-03-06,758235.5535999999,767895.7999999999,752445.7699999999,764703.6311999998,1266204293357.0,52.28249952624082,43782.948044
2020-03-07,764620.7285999999,769403.12,739842.8999999999,744168.9084,1266204293357.0,52.28249952624082,45422.204525
2020-03-08,744050.835,744177.2824,669920.0,672709.3794,1266204293357.0,52.28249952624082,77537.315166
2020-03-09,672830.8023999999,684935.4194,639104.5174,664047.3138,1266204293357.0,52.28249952624082,116968.863268
2020-03-10,664047.3138,682397.26,647143.5573999999,661090.4544,1266204293357.0,52.28249952624082,86783.443875
2020-03-11,661091.2917999999,668245.2,635586.6,664436.7048,1266204293357.0,52.28249952624082,79942.411172
2020-03-12,664441.7292,667087.0758,369293.39999999997,401952.0,1266204293357.0,52.28249952624082,261505.608653
2020-03-13,401952.8374,498671.69999999995,316715.5662,467151.964,1266204293357.0,52.28249952624082,402201.673764
2020-03-14,466938.42699999997,472337.1448,423316.58619999996,433108.3044,1266204293357.0,52.28249952624082,136910.135974
2020-03-15,433143.4751999999,497415.6,426496.194,448955.262,1266204293357.0,52.28249952624082,139916.146534
2020-03-16,448874.0342,449300.2708,371983.12879999995,421125.9478,1266204293357.0,52.28249952624082,227276.92276
2020-03-17,421116.73639999994,462663.5,412122.22299999994,444880.4736,1266204293357.0,52.28249952624082,150089.926318
2020-03-18,444880.4736,455224.8758,419484.64379999996,451613.16959999996,1266204293357.0,52.28249952624082,137127.634894
2020-03-19,451631.59239999996,535936.0,439846.8622,516036.86379999993,1266204293357.0,52.28249952624082,199020.873439
2020-03-20,516010.067,577806.0,474805.8,519888.06639999995,1266204293357.0,52.28249952624082,219298.329514
2020-03-21,519570.6918,540707.5051999999,490718.0748,518097.7051999999,1266204293357.0,52.28249952624082,128913.668363
2020-03-22,518102.72959999996,536595.0338,480165.9974,487047.7505999999,1266204293357.0,52.28249952624082,119115.990527
2020-03-23,487036.027,552684.0,476313.12,541572.5394,1266204293357.0,52.28249952624082,164674.215785
2020-03-24,541400.0349999999,572195.4199999999,533535.1742,564802.8528,1266204293357.0,52.28249952624082,151138.009878
2020-03-25,564800.3405999999,582659.5704,540123.0,559167.9882,1266204293357.0,52.28249952624082,132155.734989
2020-03-26,559167.1508,567757.2,545147.4,564186.5264,1266204293357.0,52.28249952624082,83026.555211
2020-03-27,564178.9898,572998.4866,524296.14,532511.8714,1266204293357.0,52.28249952624082,82914.968354
2020-03-28,532511.8714,532586.4,504449.75999999995,522257.07099999994,1266204293357.0,52.28249952624082,93159.693429
2020-03-29,522257.07099999994,524714.84,491265.7344,492510.11079999997,1266204293357.0,52.28249952624082,63311.627714
2020-03-30,492433.06999999995,552600.26,490528.8224,535465.3812,1266204293357.0,52.28249952624082,118889.549992
2020-03-31,535471.2429999999,546255.2801999999,529354.036,536810.2455999999,1266204293357.0,52.28249952624082,72337.595259
